Ordem Pedido;Loja;Tempo de Entrega;Devolução
18353;Físico;;Não
18354;Físico;;Não
18355;Físico;;Não
18356;Físico;;Não
18358;Físico;;Sim
18359;Físico;;Não
18360;Físico;;Não
18362;Físico;;Não
18363;Físico;;Não
18364;Físico;;Sim
18365;Físico;;Não
18366;E.Leclerc;17;Não
18368;Físico;;Não
18369;Físico;;Não
18371;Físico;;Sim
18372;Físico;;Não
18374;Físico;;Sim
18375;Físico;;Não
18377;Físico;;Não
18379;Físico;;Não
18381;Físico;;Não
18382;Schwarz;19;Sim
18383;Físico;;Não
18384;Físico;;Não
18387;Físico;;Não
18388;Físico;;Não
18390;Físico;;Sim
18392;Físico;;Não
18393;Físico;;Não
18394;Carrefour;12;Não
18395;Físico;;Não
18396;AliExpress;1;Sim
18398;Físico;;Sim
18399;Físico;;Não
18400;Físico;;Não
18401;Rewe;10;Não
18402;Físico;;Não
18403;Físico;;Não
18404;Físico;;Não
18406;Físico;;Não
18407;Físico;;Não
18408;Físico;;Não
18409;Físico;;Não
18410;Físico;;Não
18413;Alibaba;3;Não
18414;Físico;;Não
18415;Físico;;Não
18420;Físico;;Não
18421;Físico;;Não
18422;Físico;;Sim
18423;Físico;;Não
18425;Físico;;Não
18426;Físico;;Não
18427;Físico;;Não
18428;Físico;;Não
18429;Aldi;8;Não
18431;Físico;;Não
18432;Físico;;Sim
18433;Físico;;Não
18434;Físico;;Não
18435;Físico;;Não
18436;Físico;;Não
18437;Físico;;Não
18440;Físico;;Não
18441;Wish;9;Não
18443;Físico;;Não
18444;Físico;;Não
18449;Físico;;Não
18450;Schwarz;17;Não
18451;Físico;;Não
18452;HomeDepot;23;Não
18453;AliExpress;1;Não
18454;Rakuten;10;Sim
18455;Físico;;Não
18456;Físico;;Não
18457;Aldi;11;Sim
18459;Físico;;Não
18460;Físico;;Não
18461;Físico;;Não
18462;Físico;;Não
18463;Físico;;Não
18465;Físico;;Não
18467;Físico;;Não
18468;Físico;;Não
18469;Físico;;Não
18471;Físico;;Não
18473;Físico;;Sim
18474;Físico;;Não
18475;Físico;;Não
18476;Físico;;Não
18478;Físico;;Não
18479;Físico;;Sim
18480;eBay;4;Não
18481;Físico;;Não
18482;Amazon;13;Não
18483;TaooMall;10;Não
18484;Amazon;17;Sim
18487;Físico;;Não
18488;Físico;;Não
18489;Físico;;Não
18490;Físico;;Não
18491;Físico;;Sim
18492;Físico;;Não
18493;Físico;;Não
18495;Físico;;Não
18496;Físico;;Não
18497;Físico;;Não
18500;Físico;;Não
18501;Físico;;Não
18502;Físico;;Não
18503;Físico;;Não
18504;Físico;;Não
18505;Físico;;Não
18506;Físico;;Não
18507;Físico;;Não
18509;Rewe;11;Não
18510;Físico;;Não
18511;Físico;;Não
18513;Físico;;Não
18514;Físico;;Sim
18515;Físico;;Não
18517;Físico;;Sim
18518;Físico;;Não
18519;Físico;;Não
18522;Lowe's;9;Não
18524;eshop europa;7;Não
18525;Físico;;Não
18526;Flipkart;12;Não
18529;Carrefour;12;Não
18532;Físico;;Não
18534;Físico;;Não
18536;Físico;;Não
18537;Físico;;Não
18538;Físico;;Não
18539;Físico;;Não
18540;Físico;;Não
18542;Físico;;Não
18544;Etsy;24;Não
18545;Físico;;Não
18547;Físico;;Não
18548;Físico;;Não
18549;Aldi;13;Não
18550;Físico;;Não
18551;Físico;;Não
18552;Walmart;16;Não
18553;Físico;;Não
18554;Alibaba;3;Não
18555;Alibaba;6;Não
18556;Físico;;Não
18558;Físico;;Sim
18561;Físico;;Não
18562;Físico;;Não
18564;Físico;;Sim
18565;Craiglist;3;Não
18566;Walmart;19;Não
18569;Físico;;Não
18570;Edeka;3;Não
18571;AliExpress;6;Não
18573;Físico;;Não
18576;Físico;;Sim
18577;Kaola;9;Não
18578;Físico;;Não
18579;Amazon;11;Não
18580;Craiglist;10;Não
18581;Físico;;Não
18582;Físico;;Sim
18583;Físico;;Não
18586;Físico;;Sim
18587;Físico;;Não
18588;Físico;;Não
18589;Físico;;Não
18591;Físico;;Não
18592;Wish;13;Não
18593;Físico;;Não
18594;Físico;;Não
18596;Físico;;Sim
18597;Físico;;Sim
18598;Físico;;Não
18599;Físico;;Não
18600;Les Mousquetaires;19;Não
18601;Físico;;Não
18602;BestBuy;5;Não
18603;Físico;;Não
18604;Físico;;Sim
18605;Físico;;Sim
18606;eshop europa;7;Não
18607;Target;18;Não
18608;BestBuy;9;Não
18609;Físico;;Não
18610;Flipkart;14;Não
18611;Edeka;2;Não
18612;Físico;;Não
18614;Físico;;Não
18615;Físico;;Não
18616;Físico;;Não
18617;Físico;;Não
18618;Físico;;Não
18621;Físico;;Não
18622;Físico;;Não
18624;Qoo10;20;Não
18625;Físico;;Não
18626;Físico;;Não
18630;Físico;;Sim
18631;Físico;;Não
18636;Físico;;Não
18637;Físico;;Não
18639;Físico;;Não
18640;Físico;;Não
18641;Físico;;Sim
18643;Físico;;Não
18644;Físico;;Não
18647;Físico;;Não
18648;Físico;;Não
18649;Físico;;Não
18650;Físico;;Não
18651;Físico;;Não
18653;Físico;;Não
18654;Físico;;Não
18655;Físico;;Não
18657;Físico;;Não
18658;Rakuten;9;Não
18659;Físico;;Não
18660;Físico;;Não
18661;eshop europa;11;Não
18663;Físico;;Não
18664;Físico;;Não
18667;Físico;;Não
18668;Físico;;Não
18669;Físico;;Sim
18670;Físico;;Não
18671;Físico;;Não
18673;Físico;;Não
18675;Físico;;Não
18676;eshop europa;7;Não
18677;Amazon;15;Não
18678;Físico;;Não
18679;Físico;;Não
18680;Físico;;Sim
18681;Físico;;Não
18683;Físico;;Não
18684;E.Leclerc;11;Não
18685;Físico;;Não
18686;Qoo10;23;Não
18687;Rakuten;7;Não
18688;Físico;;Não
18691;Físico;;Não
18694;Físico;;Não
18695;Físico;;Sim
18698;Físico;;Não
18699;Schwarz;19;Não
18700;Físico;;Não
18702;Físico;;Não
18704;Físico;;Não
18705;Craiglist;3;Não
18706;Físico;;Não
18707;Físico;;Não
18708;Físico;;Não
18713;Físico;;Não
18717;Físico;;Não
18718;Físico;;Não
18720;Físico;;Não
18722;Físico;;Não
18724;Físico;;Não
18725;Físico;;Não
18727;Físico;;Sim
18728;Lowe's;12;Não
18729;Físico;;Não
18732;Físico;;Não
18733;GittiGidiyor;12;Não
18734;Amazon;13;Não
18735;Físico;;Não
18737;Físico;;Não
18738;Físico;;Não
18739;Físico;;Não
18741;Físico;;Não
18742;Físico;;Não
18743;Físico;;Não
18744;Físico;;Não
18745;Lazada;10;Não
18746;Físico;;Não
18747;Físico;;Não
18748;Físico;;Não
18749;Físico;;Não
18750;Qoo10;12;Não
18751;Físico;;Não
18752;Físico;;Não
18753;Físico;;Não
18754;Físico;;Não
18756;Físico;;Não
18757;Físico;;Não
18758;Físico;;Não
18759;Físico;;Não
18760;Físico;;Não
18761;Físico;;Não
18762;Físico;;Não
18765;Físico;;Não
18766;Físico;;Não
18767;Físico;;Não
18769;Físico;;Não
18770;Físico;;Não
18771;Físico;;Não
18772;Físico;;Não
18774;Físico;;Não
18775;Físico;;Não
18776;Físico;;Não
18777;Físico;;Não
18778;Físico;;Não
18779;Físico;;Sim
18781;Físico;;Não
18782;Físico;;Não
18783;Físico;;Não
18784;Físico;;Não
18786;Físico;;Não
18788;Físico;;Não
18789;Físico;;Não
18792;Físico;;Não
18793;Físico;;Não
18796;Físico;;Sim
18797;Wish;11;Não
18798;Físico;;Não
18800;eBay;29;Não
18801;Alibaba;5;Não
18805;eshop europa;8;Não
18807;Rakuten;7;Não
18808;Físico;;Não
18809;Rakuten;8;Não
18811;Físico;;Não
18812;Físico;;Não
18814;Físico;;Não
18815;Físico;;Não
18816;Físico;;Não
18817;Físico;;Sim
18819;Físico;;Não
18820;Físico;;Não
18822;Walmart;17;Não
18825;Físico;;Não
18826;Físico;;Não
18828;Físico;;Não
18829;Físico;;Não
18830;Aldi;7;Sim
18832;Físico;;Não
18833;Físico;;Não
18836;Amazon;17;Não
18838;Físico;;Não
18839;Físico;;Não
18841;Físico;;Não
18842;Físico;;Não
18843;Les Mousquetaires;18;Não
18844;Físico;;Não
18845;Físico;;Não
18846;Físico;;Não
18847;Físico;;Não
18849;Físico;;Não
18853;Físico;;Não
18854;Físico;;Não
18856;Físico;;Não
18857;Físico;;Não
18859;Amazon;14;Não
18860;Físico;;Não
18862;Físico;;Não
18863;Físico;;Sim
18864;Físico;;Não
18866;Lazada;26;Sim
18867;Físico;;Não
18869;Físico;;Sim
18872;Físico;;Não
18873;Les Mousquetaires;18;Não
18874;Físico;;Não
18875;Físico;;Não
18876;Físico;;Não
18877;Físico;;Não
18878;Físico;;Não
18879;Físico;;Não
18881;Físico;;Não
18882;Físico;;Não
18883;Les Mousquetaires;8;Sim
18884;Físico;;Não
18885;Schwarz;16;Não
18886;AliExpress;8;Não
18888;Físico;;Não
18889;Físico;;Não
18890;Físico;;Não
18891;Físico;;Sim
18892;Físico;;Sim
18894;Físico;;Não
18899;Físico;;Não
18903;Físico;;Não
18904;Físico;;Não
18906;Físico;;Não
18907;GittiGidiyor;12;Não
18909;Físico;;Não
18912;Físico;;Não
18913;Físico;;Não
18914;Físico;;Sim
18915;Físico;;Não
18916;Físico;;Não
18917;AliExpress;10;Não
18919;Físico;;Não
18922;Físico;;Não
18924;AliExpress;7;Não
18925;Físico;;Não
18927;Físico;;Não
18931;Físico;;Não
18933;Físico;;Não
18934;Físico;;Não
18935;Físico;;Sim
18937;Físico;;Não
18940;Físico;;Não
18941;Físico;;Não
18943;Físico;;Não
18944;Físico;;Não
18945;Físico;;Não
18946;Físico;;Não
18949;Lowe's;15;Sim
18952;Físico;;Não
18953;Físico;;Não
18954;Físico;;Não
18955;Físico;;Não
18958;Schwarz;5;Não
18960;Físico;;Não
18961;Rakuten;11;Não
18962;Físico;;Não
18965;Físico;;Não
18966;Físico;;Não
18967;Físico;;Não
18968;Físico;;Não
18971;Físico;;Não
18972;Físico;;Não
18975;Físico;;Sim
18978;Físico;;Não
18979;Físico;;Sim
18980;Físico;;Sim
18983;Físico;;Não
18986;Físico;;Não
18990;Físico;;Não
18991;Físico;;Sim
18993;BestBuy;3;Não
18994;Físico;;Não
18995;Físico;;Não
18996;Lowe's;14;Não
18997;Físico;;Sim
18998;Físico;;Não
18999;Físico;;Não
19000;Físico;;Não
19001;Físico;;Sim
19002;Físico;;Não
19003;Físico;;Não
19004;Físico;;Não
19005;eshop europa;8;Não
19006;Físico;;Não
19007;Físico;;Não
19008;Físico;;Não
19009;Físico;;Não
19011;Físico;;Não
19012;Físico;;Não
19013;Wish;13;Não
19014;Físico;;Não
19015;eshop europa;13;Não
19017;Físico;;Sim
19018;Físico;;Não
19019;Físico;;Não
19022;AliExpress;9;Não
19023;Físico;;Não
19024;Físico;;Não
19025;Físico;;Não
19026;Qoo10;5;Não
19027;Físico;;Não
19028;Físico;;Não
19030;Físico;;Não
19031;Físico;;Não
19032;Físico;;Não
19033;Craiglist;9;Sim
19037;Les Mousquetaires;18;Sim
19038;Físico;;Não
19039;Físico;;Não
19040;Físico;;Não
19043;Físico;;Não
19044;Físico;;Não
19046;Físico;;Não
19047;Etsy;30;Não
19048;TaooMall;12;Não
19049;Físico;;Sim
19050;Schwarz;18;Não
19051;Rakuten;13;Não
19052;Físico;;Não
19053;Les Mousquetaires;19;Não
19055;Físico;;Não
19057;Físico;;Não
19058;Físico;;Não
19059;Físico;;Não
19061;Físico;;Não
19063;Físico;;Não
19064;Físico;;Não
19067;Físico;;Não
19068;Físico;;Sim
19069;Físico;;Não
19070;Etsy;8;Não
19071;Físico;;Não
19072;Físico;;Não
19074;Físico;;Não
19075;Físico;;Sim
19076;Físico;;Não
19077;Físico;;Não
19078;Físico;;Sim
19079;Físico;;Não
19080;Físico;;Não
19082;Físico;;Não
19083;eshop europa;7;Não
19085;Físico;;Não
19091;Físico;;Não
19092;Físico;;Não
19093;Físico;;Não
19094;Físico;;Não
19095;Kaola;8;Não
19096;Físico;;Não
19097;Físico;;Não
19098;Físico;;Não
19099;Físico;;Não
19100;Físico;;Não
19101;Físico;;Não
19103;Craiglist;6;Não
19104;Físico;;Não
19107;Físico;;Não
19109;Walmart;19;Não
19110;Físico;;Não
19111;Lowe's;19;Não
19114;Físico;;Não
19119;Físico;;Sim
19120;Físico;;Não
19121;Físico;;Não
19122;Físico;;Não
19124;Físico;;Não
19125;Físico;;Não
19126;Físico;;Não
19127;Físico;;Não
19128;Físico;;Não
19129;Físico;;Não
19130;Físico;;Não
19131;eshop europa;8;Não
19132;Físico;;Não
19134;Físico;;Não
19135;Físico;;Não
19137;Físico;;Não
19138;Físico;;Não
19142;Físico;;Sim
19145;Físico;;Não
19146;Físico;;Não
19148;Físico;;Não
19149;Físico;;Não
19150;Schwarz;3;Não
19154;Físico;;Não
19155;Físico;;Não
19156;Físico;;Não
19157;Físico;;Não
19158;Físico;;Não
19159;Físico;;Não
19160;Físico;;Não
19162;Físico;;Não
19163;Físico;;Não
19165;Físico;;Não
19166;Físico;;Não
19167;Físico;;Não
19169;Físico;;Não
19170;Físico;;Não
19171;Físico;;Não
19172;Rakuten;11;Não
19173;Físico;;Não
19175;Físico;;Não
19176;Físico;;Não
19179;Físico;;Não
19181;Físico;;Não
19182;Físico;;Não
19183;Amazon;8;Não
19185;Físico;;Não
19186;Físico;;Não
19188;Rewe;10;Não
19189;Físico;;Não
19190;Físico;;Não
19192;Físico;;Não
19194;Físico;;Não
19197;Físico;;Não
19198;Target;18;Não
19201;Amazon;17;Não
19202;Físico;;Não
19203;Físico;;Não
19205;Físico;;Não
19206;Físico;;Não
19207;Físico;;Não
19209;Físico;;Não
19210;Les Mousquetaires;15;Não
19212;Físico;;Sim
19214;Físico;;Não
19215;Físico;;Não
19216;Físico;;Não
19218;Físico;;Não
19219;Físico;;Não
19224;Físico;;Não
19225;Target;18;Não
19227;Carrefour;9;Não
19228;Físico;;Não
19229;Físico;;Não
19230;Les Mousquetaires;16;Não
19232;Físico;;Não
19233;Físico;;Não
19234;Qoo10;13;Não
19235;Físico;;Não
19236;Físico;;Sim
19238;Físico;;Não
19239;Físico;;Não
19240;Físico;;Não
19241;Físico;;Sim
19243;Físico;;Não
19244;Físico;;Não
19245;Rewe;8;Não
19247;Físico;;Não
19248;Físico;;Não
19250;Físico;;Não
19251;Schwarz;28;Não
19252;Físico;;Não
19253;Físico;;Não
19254;Amazon;14;Não
19258;Físico;;Não
19259;Físico;;Não
19260;Físico;;Não
19261;Físico;;Não
19262;Físico;;Não
19263;Físico;;Não
19264;SnapDeal;11;Não
19265;Físico;;Não
19266;Físico;;Não
19271;Físico;;Sim
19272;Físico;;Não
19273;Físico;;Não
19276;Aldi;7;Não
19277;Físico;;Não
19278;Físico;;Não
19279;Físico;;Não
19281;Físico;;Não
19282;Físico;;Não
19283;Físico;;Não
19284;Físico;;Não
19285;Físico;;Não
19287;Físico;;Não
19290;Físico;;Não
19291;Físico;;Não
19297;Físico;;Não
19298;Físico;;Não
19300;Físico;;Não
19301;Físico;;Não
19302;Físico;;Não
19303;Físico;;Não
19306;Físico;;Não
19307;Físico;;Sim
19309;Físico;;Não
19310;Físico;;Não
19311;Físico;;Não
19313;Físico;;Não
19315;Físico;;Não
19317;Físico;;Não
19319;Físico;;Não
19320;Físico;;Não
19322;Físico;;Não
19325;Físico;;Sim
19326;Físico;;Não
19329;Físico;;Não
19331;Físico;;Não
19333;Físico;;Não
19336;Físico;;Não
19337;Físico;;Não
19339;Físico;;Não
19341;Físico;;Sim
19342;Físico;;Não
19343;Físico;;Não
19345;eshop europa;8;Não
19347;Tesco;16;Não
19348;Flipkart;13;Não
19349;Físico;;Não
19351;Físico;;Não
19352;Físico;;Não
19353;Físico;;Não
19354;BestBuy;3;Não
19355;Físico;;Não
19356;Físico;;Não
19361;Rewe;11;Não
19362;Físico;;Não
19363;Físico;;Não
19366;Físico;;Não
19367;Físico;;Não
19369;Rewe;10;Não
19372;E.Leclerc;9;Não
19373;Físico;;Não
19375;Físico;;Não
19378;TaooMall;12;Sim
19380;Físico;;Não
19381;E.Leclerc;18;Não
19382;Físico;;Não
19383;Físico;;Não
19384;Físico;;Não
19386;Físico;;Não
19388;Físico;;Não
19390;Físico;;Não
19392;Físico;;Não
19393;Físico;;Não
19394;Físico;;Sim
19395;Físico;;Não
19396;Lowe's;18;Não
19397;Físico;;Não
19398;Físico;;Não
19399;Físico;;Não
19400;Físico;;Não
19401;Físico;;Sim
19403;Físico;;Não
19404;Físico;;Não
19405;Físico;;Não
19409;Físico;;Não
19410;Físico;;Não
19411;Físico;;Não
19412;Físico;;Não
19414;Físico;;Não
19415;Físico;;Não
19417;Físico;;Não
19418;Físico;;Não
19419;Físico;;Não
19420;Físico;;Não
19421;Físico;;Não
19422;Físico;;Não
19426;Qoo10;6;Sim
19427;Físico;;Sim
19428;Físico;;Sim
19429;Físico;;Sim
19430;Físico;;Não
19431;Físico;;Não
19435;Físico;;Não
19436;Físico;;Não
19438;Físico;;Não
19439;Físico;;Não
19440;Físico;;Não
19441;Físico;;Não
19442;Físico;;Não
19443;Físico;;Não
19445;Físico;;Não
19446;Físico;;Não
19448;Físico;;Não
19449;Físico;;Não
19451;Físico;;Não
19452;Físico;;Não
19453;Físico;;Não
19454;Físico;;Não
19456;Físico;;Sim
19458;E.Leclerc;12;Não
19459;Físico;;Não
19460;Físico;;Não
19461;Físico;;Não
19462;Físico;;Sim
19463;Físico;;Não
19464;Físico;;Não
19465;Físico;;Não
19466;Físico;;Não
19469;Físico;;Não
19474;Físico;;Não
19475;Físico;;Não
19476;Físico;;Não
19477;Físico;;Não
19479;Físico;;Não
19480;Físico;;Não
19481;Físico;;Não
19482;Físico;;Não
19483;Etsy;25;Não
19484;Físico;;Não
19488;Físico;;Não
19489;Físico;;Não
19490;Físico;;Não
19492;Físico;;Não
19493;Físico;;Não
19495;Físico;;Não
19496;Edeka;19;Não
19497;Físico;;Não
19501;Craiglist;4;Não
19502;Físico;;Não
19503;Físico;;Não
19504;eBay;15;Não
19505;Alibaba;4;Não
19507;Físico;;Não
19510;Físico;;Não
19511;Físico;;Não
19514;Físico;;Não
19515;Físico;;Não
19517;Físico;;Não
19521;Físico;;Não
19522;Físico;;Não
19523;Físico;;Não
19529;Físico;;Não
19531;Físico;;Não
19532;Físico;;Não
19536;Físico;;Não
19538;Físico;;Não
19540;Físico;;Não
19542;Físico;;Não
19545;Físico;;Não
19546;Físico;;Não
19549;Físico;;Não
19550;Físico;;Não
19551;Físico;;Não
19552;Físico;;Não
19554;Físico;;Não
19556;Físico;;Não
19557;Físico;;Não
19558;Físico;;Não
19559;Físico;;Não
19561;Físico;;Sim
19568;Físico;;Não
19570;Físico;;Não
19571;Físico;;Sim
19572;Físico;;Não
19573;Físico;;Não
19574;Físico;;Não
19576;Físico;;Não
19577;Físico;;Não
19578;Target;17;Não
19580;Físico;;Não
19581;Físico;;Não
19584;Físico;;Não
19586;Físico;;Não
19588;Físico;;Não
19589;Físico;;Não
19590;Físico;;Não
19591;Físico;;Não
19592;Físico;;Sim
19593;Físico;;Não
19594;Físico;;Não
19595;Físico;;Não
19597;Físico;;Sim
19598;Edeka;17;Não
19600;Físico;;Não
19601;Físico;;Não
19603;Físico;;Não
19604;Físico;;Não
19607;Físico;;Não
19608;Físico;;Não
19610;Kaola;17;Não
19611;Físico;;Sim
19612;Físico;;Não
19613;Físico;;Não
19616;Físico;;Não
19617;Físico;;Não
19618;Físico;;Não
19619;SnapDeal;9;Não
19623;Físico;;Não
19625;Físico;;Não
19626;Físico;;Não
19627;Físico;;Não
19628;Físico;;Não
19630;Físico;;Sim
19631;Físico;;Não
19635;Físico;;Não
19639;Físico;;Não
19641;Físico;;Não
19642;Físico;;Não
19643;Físico;;Não
19644;Físico;;Não
19645;Físico;;Não
19646;Lowe's;10;Não
19648;Físico;;Não
19649;Físico;;Não
19650;Físico;;Sim
19651;Tesco;15;Não
19652;Físico;;Sim
19653;Físico;;Não
19656;Físico;;Não
19657;Físico;;Não
19658;Físico;;Não
19659;Físico;;Não
19661;Físico;;Não
19663;Walmart;13;Não
19665;Físico;;Não
19666;Físico;;Não
19669;Físico;;Não
19670;Físico;;Não
19671;Físico;;Sim
19672;Físico;;Não
19673;Físico;;Não
19674;Físico;;Não
19676;Físico;;Sim
19678;Físico;;Não
19679;Físico;;Não
19681;Físico;;Não
19682;Físico;;Não
19684;Físico;;Não
19685;Físico;;Não
19687;Físico;;Não
19688;Físico;;Sim
19689;Tesco;9;Não
19693;Físico;;Sim
19694;Físico;;Não
19695;Físico;;Não
19696;Físico;;Não
19699;Físico;;Não
19700;Físico;;Não
19701;Físico;;Não
19702;Físico;;Sim
19703;Físico;;Sim
19704;Físico;;Não
19705;Físico;;Não
19706;Etsy;3;Sim
19708;Físico;;Não
19710;Físico;;Não
19711;Físico;;Não
19712;Físico;;Não
19714;Físico;;Não
19715;Físico;;Não
19716;Físico;;Não
19717;Físico;;Não
19718;Físico;;Não
19719;Físico;;Não
19722;Físico;;Não
19723;Físico;;Não
19724;Físico;;Não
19725;Físico;;Não
19726;Físico;;Não
19728;Físico;;Não
19729;Físico;;Não
19730;Físico;;Não
19731;Físico;;Não
19735;SnapDeal;8;Não
19736;Físico;;Não
19737;Físico;;Não
19739;Físico;;Não
19740;Físico;;Não
19741;Físico;;Não
19742;Físico;;Não
19744;Físico;;Não
19745;Físico;;Não
19746;Físico;;Não
19747;Físico;;Não
19749;Físico;;Não
19750;Alibaba;2;Não
19751;Físico;;Não
19753;Físico;;Não
19754;Wish;10;Não
19756;Físico;;Não
19757;Físico;;Não
19759;Físico;;Não
19761;Físico;;Não
19762;Físico;;Não
19763;Físico;;Não
19766;Físico;;Não
19767;Físico;;Não
19769;Físico;;Não
19770;Físico;;Não
19771;Físico;;Não
19774;Físico;;Não
19775;Físico;;Não
19776;Físico;;Não
19779;E.Leclerc;17;Não
19780;Físico;;Não
19781;Físico;;Não
19782;Físico;;Não
19784;Físico;;Não
19785;Físico;;Não
19786;Físico;;Não
19787;Físico;;Não
19790;Físico;;Não
19793;Físico;;Não
19794;Lazada;20;Não
19795;Físico;;Não
19796;Físico;;Não
19797;Físico;;Não
19799;E.Leclerc;8;Não
19803;Físico;;Não
19805;Físico;;Não
19806;Físico;;Não
19810;Físico;;Não
19811;Físico;;Não
19812;Físico;;Não
19814;Schwarz;27;Não
19815;Físico;;Não
19816;Físico;;Não
19817;TaooMall;13;Não
19818;Walmart;19;Sim
19819;Físico;;Não
19820;Físico;;Não
19821;Físico;;Não
19822;Físico;;Não
19823;HomeDepot;11;Não
19824;Físico;;Não
19827;Físico;;Não
19828;Físico;;Não
19831;Físico;;Não
19832;Físico;;Não
19833;Físico;;Não
19834;Físico;;Não
19835;Edeka;26;Não
19836;Físico;;Não
19837;Rewe;7;Não
19839;Físico;;Não
19840;Físico;;Não
19841;Aldi;9;Não
19842;Físico;;Não
19843;Físico;;Não
19844;BestBuy;9;Não
19845;Físico;;Não
19846;Físico;;Não
19847;Rewe;13;Não
19849;Físico;;Não
19850;Físico;;Não
19851;Aldi;13;Não
19852;Físico;;Não
19854;Físico;;Não
19855;Físico;;Não
19856;Físico;;Sim
19858;Físico;;Sim
19859;Físico;;Não
19863;Físico;;Sim
19864;Físico;;Não
19866;HomeDepot;6;Sim
19868;Físico;;Sim
19869;Físico;;Não
19872;Físico;;Não
19873;Físico;;Não
19875;Físico;;Não
19877;Físico;;Não
19880;Físico;;Não
19885;Físico;;Não
19886;Físico;;Não
19887;Físico;;Não
19888;Físico;;Não
19889;Físico;;Não
19892;Físico;;Não
19893;Físico;;Sim
19894;Físico;;Não
19896;Físico;;Sim
19901;Físico;;Não
19902;Wish;11;Não
19903;Físico;;Não
19905;Flipkart;12;Não
19907;Físico;;Não
19908;Físico;;Não
19909;Físico;;Não
19910;Físico;;Não
19911;Físico;;Não
19912;Físico;;Não
19916;Físico;;Sim
19917;Físico;;Não
19918;Físico;;Não
19920;Físico;;Não
19921;Físico;;Sim
19922;Qoo10;22;Não
19923;TaooMall;9;Não
19924;Físico;;Não
19925;Físico;;Não
19926;Físico;;Não
19927;Físico;;Não
19928;Físico;;Não
19929;SnapDeal;12;Não
19930;Walmart;18;Não
19931;Físico;;Não
19933;Físico;;Sim
19934;Físico;;Não
19935;Walmart;13;Não
19936;Físico;;Não
19937;Físico;;Não
19939;Físico;;Não
19940;Físico;;Não
19941;Físico;;Não
19943;Físico;;Não
19944;Físico;;Sim
19945;Físico;;Não
19946;Físico;;Não
19948;Físico;;Não
19949;Edeka;20;Sim
19950;Físico;;Não
19951;Físico;;Não
19952;Físico;;Sim
19953;Físico;;Não
19956;Físico;;Não
19957;Físico;;Sim
19958;Físico;;Não
19959;Físico;;Não
19960;Físico;;Não
19962;Físico;;Não
19964;Físico;;Não
19966;Físico;;Não
19967;Físico;;Não
19969;Físico;;Sim
19974;Físico;;Não
19975;Físico;;Não
19977;Físico;;Não
19979;Físico;;Não
19980;Físico;;Não
19983;Edeka;10;Não
19984;Físico;;Não
19988;Físico;;Não
19990;Físico;;Não
19993;Físico;;Não
19994;Schwarz;20;Não
19995;Físico;;Não
19996;Les Mousquetaires;19;Não
20003;Físico;;Não
20005;Físico;;Não
20006;Físico;;Não
20007;Físico;;Sim
20008;Físico;;Não
20009;Físico;;Não
20010;Físico;;Não
20011;Físico;;Não
20012;Físico;;Não
20013;Rakuten;13;Não
20014;Físico;;Não
20017;Físico;;Não
20018;Físico;;Não
20019;Físico;;Não
20021;Lowe's;18;Não
20022;Físico;;Sim
20023;Físico;;Sim
20026;Físico;;Não
20028;Físico;;Não
20029;Físico;;Não
20032;Físico;;Não
20034;Físico;;Não
20035;Físico;;Não
20037;Físico;;Não
20038;Físico;;Não
20043;Físico;;Sim
20046;Kaola;11;Não
20047;Físico;;Não
20048;Físico;;Não
20049;Físico;;Não
20050;SnapDeal;7;Não
20052;Amazon;14;Não
20055;Físico;;Não
20056;HomeDepot;9;Não
20057;Físico;;Não
20058;Físico;;Não
20061;Físico;;Não
20062;Físico;;Não
20063;GittiGidiyor;13;Não
20067;Físico;;Não
20076;Físico;;Não
20077;Físico;;Não
20079;Físico;;Não
20081;Wish;9;Não
20082;E.Leclerc;18;Não
20083;Físico;;Não
20084;Schwarz;18;Não
20085;E.Leclerc;16;Não
20086;TaooMall;9;Sim
20088;Craiglist;9;Não
20089;Físico;;Não
20091;Físico;;Não
20094;Físico;;Não
20095;Físico;;Não
20096;Físico;;Não
20097;Físico;;Não
20098;Físico;;Não
20100;Físico;;Não
20101;Físico;;Não
20102;Físico;;Não
20103;Físico;;Não
20104;Físico;;Não
20105;Físico;;Não
20106;Amazon;11;Sim
20108;Físico;;Não
20111;Físico;;Não
20114;Físico;;Não
20118;Lowe's;19;Não
20119;Físico;;Não
20121;Flipkart;12;Sim
20122;Físico;;Não
20123;Qoo10;14;Não
20124;Físico;;Não
20126;eBay;28;Não
20127;Físico;;Não
20131;Físico;;Não
20133;Físico;;Não
20134;Físico;;Não
20135;Qoo10;19;Não
20136;Físico;;Não
20137;Físico;;Não
20138;Físico;;Sim
20139;Físico;;Não
20140;Físico;;Não
20141;Qoo10;5;Não
20142;Amazon;12;Não
20143;Tesco;12;Não
20144;Físico;;Não
20145;Físico;;Não
20146;Físico;;Não
20147;Físico;;Não
20149;Etsy;2;Não
20151;Físico;;Não
20153;Físico;;Não
20155;Físico;;Não
20156;Físico;;Não
20157;Físico;;Não
20158;Físico;;Não
20160;Físico;;Não
20161;Físico;;Não
20163;Físico;;Não
20164;Físico;;Não
20166;Físico;;Sim
20168;Físico;;Não
20170;Físico;;Não
20171;Físico;;Não
20172;Carrefour;11;Não
20173;Físico;;Não
20174;Físico;;Não
20176;Físico;;Não
20177;Físico;;Não
